event_id,event_cause,duration_pred,duration_p50,high_impact_prob,high_impact_prob_calibrated,novelty_score,fragility_signal,obi_signal,retrieval_confidence,trust_score,ims_proxy,drift_score,duration_pred_z,duration_p50_z,high_impact_prob_z,high_impact_prob_calibrated_z,retrieval_confidence_z,novelty_score_z,drift_score_z,trust_score_z,fragility_signal_z,obi_signal_z,ims_proxy_z
FKID005760,others,146.27351434730338,265.6325170143805,0.09143363118530227,0.04395604395604396,-0.029276181949115965,13.31125594131283,0.0,0.0,1.0,0.0,82.61290766873756,5.213966284097617,15.593969066115488,-1.128659198041514,-6.008855304327283,-4.04603363454311,2.537685163945712,5.4809566834356325,0.0,7.699772850802401,-1.0338461374891517,-6.317652370496504
FKID005197,water_logging,1489.6518722484593,1988.261129704984,0.09226955069929779,0.04395604395604396,-0.03695023169452594,13.31125594131283,0.0,0.0,1.0,0.0,80.17559416290477,77.93815205385002,138.16570741460683,-1.1200520523102395,-6.008855304327283,-4.04603363454311,2.2919654711127717,5.2396918919462125,0.0,7.699772850802401,-1.0338461374891517,-6.317652370496504
FKID005765,others,14524.431200007177,9909.352891983164,0.47014903833915306,0.27380952380952384,-0.006238605684153353,3.5642704764323057,0.0,0.0,0.7,0.0,84.75566477194037,783.5797962892723,701.7822523667326,2.770829503294927,1.0,-4.04603363454311,3.2753382091097594,5.693063925478776,-2.116511147439768,0.9260497045206462,-1.0338461374891517,-6.317652370496504
FKID005767,vehicle_breakdown,63.590504342221436,76.6460950745334,0.2712415322125501,0.24101479915433402,-0.039032708690917683,13.31125594131283,0.0,0.0,1.0,0.0,83.22958950485928,0.7378970186924138,2.1468487229512947,0.7227544630402293,0.0,-4.04603363454311,2.2252854749098403,5.542000785579718,0.0,7.699772850802401,-1.0338461374891517,-6.317652370496504
FKID005770,vehicle_breakdown,58.14912913004125,51.370882811318005,0.18047872643640697,0.24101479915433402,-0.053104250626102245,3.5642704764323057,0.0,0.0,1.0,0.0,60.065327798044294,0.4433265579982464,0.348418880670574,-0.21179567392286155,0.0,-4.04603363454311,1.7747208999189767,3.249016827083378,0.0,0.9260497045206462,-1.0338461374891517,-6.317652370496504
FKID005771,others,11410.496069967712,10118.28253074109,0.4857302810198824,0.27380952380952384,-0.01026422292176754,0.4679349508165318,0.0,0.0,0.7,0.0,94.20636394757555,615.0059946197573,716.6484102991045,2.931263641010381,1.0,-4.04603363454311,3.146439718233909,6.62856974390642,-2.116511147439768,-1.2257663307128837,-1.0338461374891517,-6.317652370496504
FKID005198,vehicle_breakdown,74.26859779005538,76.82940946624348,0.35085220943579326,0.27380952380952384,-0.05356341726372632,0.9756941527663854,0.0,0.0,1.0,0.0,77.83317530549147,1.315958773967609,2.1598922562414473,1.5424753681674517,1.0,-4.04603363454311,1.7600185864209954,5.007820531999186,0.0,-0.8728961770250702,-1.0338461374891517,-6.317652370496504
FKID005772,others,13178.146987066599,10834.349489486292,0.6508532164510209,0.8181818181818182,-0.009902706660739113,2.3098065657326674,0.0,0.0,0.7,0.0,88.39607180930129,710.6983011952599,767.5993647072216,4.631471789087264,17.599386032233287,-4.04603363454311,3.1580153096831505,6.053420540540242,-2.116511147439768,0.05425285423310675,-1.0338461374891517,-6.317652370496504
FKID005773,others,13178.146987066599,10834.349489486292,0.6508532164510209,0.8181818181818182,-0.009902706660739113,2.3098065657326674,0.0,0.0,0.7,0.0,88.39607180930129,710.6983011952599,767.5993647072216,4.631471789087264,17.599386032233287,-4.04603363454311,3.1580153096831505,6.053420540540242,-2.116511147439768,0.05425285423310675,-1.0338461374891517,-6.317652370496504
FKID004401,road_conditions,84096.12225783414,138818.845367378,0.92391489483248,1.0,0.0160680395529178,13.31125594131283,0.0,0.0,0.48999999999999994,0.0,151.54516530647518,4549.8639224606,9874.19496276029,7.4430841753345875,23.143514965464284,-4.04603363454311,3.989587164697377,12.30442306396644,-3.598068950647605,7.699772850802401,-1.0338461374891517,-6.317652370496504
